fc,219800b00,122923
fc,219800b40,122923
fc,219800b80,122923
fc,219800bc0,122923
fc,219800c00,122923
fc,219800c40,122923
fc,219800c80,122923
fc,219800cc0,122923
fc,219800d00,122923
fc,219800d40,122923
fc,219800d80,122923
fc,219800dc0,122923
fc,219800e00,122923
fc,219800e40,122923
fc,219800e80,122923
fc,219800ec0,122923
fc,219800f00,122923
fc,219800f40,122923
fc,219800f80,122923
fc,219800fc0,122923
fc,219801000,122923
fc,219801040,122923
fc,219801080,122923
fc,2198010c0,122923
fc,219801100,122923
fc,219801140,122923
fc,219801180,122923
fc,2198011c0,122923
fc,219801200,122923
fc,219801240,122923
fc,219801280,122923
fc,2198012c0,122923
fc,219801300,122923
fc,219801340,122923
fc,219801380,122923
fc,2198013c0,122923
fc,219801400,122923
fc,219801440,122923
fc,219801480,122923
fc,2198014c0,122923
fc,219801500,122923
fc,219801540,122923
fc,219801580,122923
fc,2198015c0,122923
fc,219801600,122923
fc,219801640,122923
fc,219801680,122923
fc,2198016c0,122923
fc,219801700,122923
fc,219801740,122923
fc,219801780,122923
fc,2198017c0,122923
fc,219801800,122923
fc,219801840,122923
fc,219801880,122923
fc,2198018c0,122923

fc,219800000,122923
fc,219800040,122923
fc,219800080,122923
fc,2198000c0,122923
fc,219800100,122923
fc,219800140,122923
fc,219800180,122923
fc,2198001c0,122923
fc,219800200,122923
fc,219800240,122923
fc,219800280,122923
fc,2198002c0,122923
fc,219800300,122923
fc,219800340,122923
fc,219800380,122923
fc,2198003c0,122923
fc,219800400,122923
fc,219800440,122923
fc,219800480,122923
fc,2198004c0,122923
fc,219800500,122923
fc,219800540,122923
fc,219800580,122923
fc,2198005c0,122923
fc,219800600,122923
fc,219800640,122923
fc,219800680,122923
fc,2198006c0,122923
fc,219800700,122923
fc,219800740,122923
fc,219800780,122923
fc,2198007c0,122923
fc,219800800,122923
fc,219800840,122923
fc,219800880,122923
fc,2198008c0,122923
fc,219800900,122923
fc,219800940,122923
fc,219800980,122923
fc,2198009c0,122923
fc,219800a00,122923
fc,219800a40,122923
fc,219800a80,122923
fc,219800ac0,122923
fc,219800b00,122923
fc,219800b40,122923
fc,219800b80,122923
fc,219800bc0,122923
fc,219800c00,122923
fc,219800c40,122923
fc,219800c80,122923
fc,219800cc0,122923
fc,219800d00,122923
fc,219800d40,122923
fc,219800d80,122923
fc,219800dc0,122923
fc,219800e00,122923
fc,219800e40,122923
fc,219800e80,122923
fc,219800ec0,122923
fc,219800f00,122923
fc,219800f40,122923
fc,219800f80,122923
fc,219800fc0,122923
fc,219801000,122923
fc,219801040,122923
fc,219801080,122923
fc,2198010c0,122923
fc,219801100,122923
fc,219801140,122923
fc,219801180,122923
fc,2198011c0,122923
fc,219801200,122923
fc,219801240,122923
fc,219801280,122923
fc,2198012c0,122923
fc,219801300,122923
fc,219801340,122923
fc,219801380,122923
fc,2198013c0,122923
fc,219801400,122923
fc,219801440,122923
fc,219801480,122923
fc,2198014c0,122923
fc,219801500,122923
fc,219801540,122923
fc,219801580,122923
fc,2198015c0,122923
fc,219801600,122923
fc,219801640,122923
fc,219801680,122923
fc,2198016c0,122923
fc,219801700,122923
fc,219801740,122923
fc,219801780,122923
fc,2198017c0,122923
fc,219801800,122923
fc,219801840,122923
fc,219801880,122923
fc,2198018c0,122923

fc,219800000,122923
fc,219800040,122923
fc,219800080,122923
fc,2198000c0,122923
fc,219800100,122923
fc,219800140,122923
fc,219800180,122923
fc,2198001c0,122923
fc,219800200,122923
fc,219800240,122923
fc,219800280,122923
fc,2198002c0,122923
fc,219800300,122923
fc,219800340,122923
fc,219800380,122923
fc,2198003c0,122923
fc,219800400,122923
fc,219800440,122923
fc,219800480,122923
fc,2198004c0,122923
fc,219800500,122923
fc,219800540,122923
fc,219800580,122923
fc,2198005c0,122923
fc,219800600,122923
fc,219800640,122923
fc,219800680,122923
fc,2198006c0,122923
fc,219800700,122923
fc,219800740,122923
fc,219800780,122923
fc,2198007c0,122923
fc,219800800,122923
fc,219800840,122923
fc,219800880,122923
fc,2198008c0,122923
fc,219800900,122923
fc,219800940,122923
fc,219800980,122923
fc,2198009c0,122923
fc,219800a00,122923
fc,219800a40,122923
fc,219800a80,122923
fc,219800ac0,122923
fc,219800b00,122923
fc,219800b40,122923
fc,219800b80,122923
fc,219800bc0,122923
fc,219800c00,122923
fc,219800c40,122923
fc,219800c80,122923
fc,219800cc0,122923
fc,219800d00,122923
fc,219800d40,122923
fc,219800d80,122923
fc,219800dc0,122923
fc,219800e00,122923
fc,219800e40,122923
fc,219800e80,122923
fc,219800ec0,122923
fc,219800f00,122923
fc,219800f40,122923
fc,219800f80,122923
fc,219800fc0,122923
fc,219801000,122923
fc,219801040,122923
fc,219801080,122923
fc,2198010c0,122923
fc,219801100,122923
fc,219801140,122923
fc,219801180,122923
fc,2198011c0,122923
fc,219801200,122923
fc,219801240,122923
fc,219801280,122923
fc,2198012c0,122923
fc,219801300,122923
fc,219801340,122923
fc,219801380,122923
fc,2198013c0,122923
fc,219801400,122923
fc,219801440,122923
fc,219801480,122923
fc,2198014c0,122923
fc,219801500,122923
fc,219801540,122923
fc,219801580,122923
fc,2198015c0,122923
fc,219801600,122923
fc,219801640,122923
fc,219801680,122923
fc,2198016c0,122923
fc,219801700,122923
fc,219801740,122923
fc,219801780,122923
fc,2198017c0,122923
fc,219801800,122923
fc,219801840,122923
fc,219801880,122923
fc,2198018c0,122923

fc,219800000,122923
fc,219800040,122923
fc,219800080,122923
fc,2198000c0,122923
fc,219800100,122923
fc,219800140,122923
fc,219800180,122923
fc,2198001c0,122923
fc,219800200,122923
fc,219800240,122923
fc,219800280,122923
fc,2198002c0,122923
fc,219800300,122923
fc,219800340,122923
fc,219800380,122923
fc,2198003c0,122923
fc,219800400,122923
fc,219800440,122923
fc,219800480,122923
fc,2198004c0,122923
fc,219800500,122923
fc,219800540,122923
fc,219800580,122923
fc,2198005c0,122923
fc,219800600,122923
fc,219800640,122923
fc,219800680,122923
fc,2198006c0,122923
fc,219800700,122923
fc,219800740,122923
fc,219800780,122923
fc,2198007c0,122923
fc,219800800,122923
fc,219800840,122923
fc,219800880,122923
fc,2198008c0,122923
fc,219800900,122923
fc,219800940,122923
fc,219800980,122923
fc,2198009c0,122923
fc,219800a00,122923
fc,219800a40,122923
fc,219800a80,122923
fc,219800ac0,122923
fc,219800b00,122923
fc,219800b40,122923
fc,219800b80,122923
fc,219800bc0,122923
fc,219800c00,122923
fc,219800c40,122923
fc,219800c80,122923
fc,219800cc0,122923
fc,219800d00,122923
fc,219800d40,122923
fc,219800d80,122923
fc,219800dc0,122923
fc,219800e00,122923
fc,219800e40,122923
fc,219800e80,122923
fc,219800ec0,122923
fc,219800f00,122923
fc,219800f40,122923
fc,219800f80,122923
fc,219800fc0,122923
fc,219801000,122923
fc,219801040,122923
fc,219801080,122923
fc,2198010c0,122923
fc,219801100,122923
fc,219801140,122923
fc,219801180,122923
fc,2198011c0,122923
fc,219801200,122923
fc,219801240,122923
fc,219801280,122923
fc,2198012c0,122923
fc,219801300,122923
fc,219801340,122923
fc,219801380,122923
fc,2198013c0,122923
fc,219801400,122923
fc,219801440,122923
fc,219801480,122923
fc,2198014c0,122923
fc,219801500,122923
fc,219801540,122923
fc,219801580,122923
fc,2198015c0,122923
fc,219801600,122923
fc,219801640,122923
fc,219801680,122923
fc,2198016c0,122923
fc,219801700,122923
fc,219801740,122923
fc,219801780,122923
fc,2198017c0,122923
fc,219801800,122923
fc,219801840,122923
fc,219801880,122923
fc,2198018c0,122923

fc,219800000,122923
fc,219800040,122923
fc,219800080,122923
fc,2198000c0,122923
fc,219800100,122923
fc,219800140,122923
fc,219800180,122923
fc,2198001c0,122923
fc,219800200,122923
fc,219800240,122923
fc,219800280,122923
fc,2198002c0,122923
fc,219800300,122923
fc,219800340,122923
fc,219800380,122923
fc,2198003c0,122923
fc,219800400,122923
fc,219800440,122923
fc,219800480,122923
fc,2198004c0,122923
fc,219800500,122923
fc,219800540,122923
fc,219800580,122923
fc,2198005c0,122923
fc,219800600,122923
fc,219800640,122923
fc,219800680,122923
fc,2198006c0,122923
fc,219800700,122923
fc,219800740,122923
fc,219800780,122923
fc,2198007c0,122923
fc,219800800,122923
fc,219800840,122923
fc,219800880,122923
fc,2198008c0,122923
fc,219800900,122923
fc,219800940,122923
fc,219800980,122923
fc,2198009c0,122923
fc,219800a00,122923
fc,219800a40,122923
fc,219800a80,122923
fc,219800ac0,122923
fc,219800b00,122923
fc,219800b40,122923
fc,219800b80,122923
fc,219800bc0,122923
fc,219800c00,122923
fc,219800c40,122923
fc,219800c80,122923
fc,219800cc0,122923
fc,219800d00,122923
fc,219800d40,122923
fc,219800d80,122923
fc,219800dc0,122923
fc,219800e00,122923
fc,219800e40,122923
fc,219800e80,122923
fc,219800ec0,122923
fc,219800f00,122923
fc,219800f40,122923
fc,219800f80,122923
fc,219800fc0,122923
fc,219801000,122923
fc,219801040,122923
fc,219801080,122923
fc,2198010c0,122923
fc,219801100,122923
fc,219801140,122923
fc,219801180,122923
fc,2198011c0,122923
fc,219801200,122923
fc,219801240,122923
fc,219801280,122923
fc,2198012c0,122923
fc,219801300,122923
fc,219801340,122923
fc,219801380,122923
fc,2198013c0,122923
fc,219801400,122923
fc,219801440,122923
fc,219801480,122923
fc,2198014c0,122923
fc,219801500,122923
fc,219801540,122923
fc,219801580,122923
fc,2198015c0,122923
fc,219801600,122923
fc,219801640,122923
fc,219801680,122923
fc,2198016c0,122923
fc,219801700,122923
fc,219801740,122923
fc,219801780,122923
fc,2198017c0,122923
fc,219801800,122923
fc,219801840,122923
fc,219801880,122923
fc,2198018c0,122923

fc,219800000,122923
fc,219800040,122923
fc,219800080,122923
fc,2198000c0,122923
fc,219800100,122923
fc,219800140,122923
fc,219800180,122923
fc,2198001c0,122923
fc,219800200,122923
fc,219800240,122923
fc,219800280,122923
fc,2198002c0,122923
fc,219800300,122923
fc,219800340,122923
fc,219800380,122923
fc,2198003c0,122923
fc,219800400,122923
fc,219800440,122923
fc,219800480,122923
fc,2198004c0,122923
fc,219800500,122923
fc,219800540,122923
fc,219800580,122923
fc,2198005c0,122923
fc,219800600,122923
fc,219800640,122923
fc,219800680,122923
fc,2198006c0,122923
fc,219800700,122923
fc,219800740,122923
fc,219800780,122923
fc,2198007c0,122923
fc,219800800,122923
fc,219800840,122923
fc,219800880,122923
fc,2198008c0,122923
fc,219800900,122923
fc,219800940,122923
fc,219800980,122923
fc,2198009c0,122923
fc,219800a00,122923
fc,219800a40,122923
fc,219800a80,122923
fc,219800ac0,122923
fc,219800b00,122923
fc,219800b40,122923
fc,219800b80,122923
fc,219800bc0,122923
fc,219800c00,122923
fc,219800c40,122923
fc,219800c80,122923
fc,219800cc0,122923
fc,219800d00,122923
fc,219800d40,122923
fc,219800d80,122923
fc,219800dc0,122923
fc,219800e00,122923
fc,219800e40,122923
fc,219800e80,122923
fc,219800ec0,122923
fc,219800f00,122923
fc,219800f40,122923
fc,219800f80,122923
fc,219800fc0,122923
fc,219801000,122923
fc,219801040,122923
fc,219801080,122923
fc,2198010c0,122923
fc,219801100,122923
fc,219801140,122923
fc,219801180,122923
fc,2198011c0,122923
fc,219801200,122923
fc,219801240,122923
fc,219801280,122923
fc,2198012c0,122923
fc,219801300,122923
fc,219801340,122923
fc,219801380,122923
fc,2198013c0,122923
fc,219801400,122923
fc,219801440,122923
fc,219801480,122923
fc,2198014c0,122923
fc,219801500,122923
fc,219801540,122923
fc,219801580,122923
fc,2198015c0,122923
fc,219801600,122923
fc,219801640,122923
fc,219801680,122923
fc,2198016c0,122923
fc,219801700,122923
fc,219801740,122923
fc,219801780,122923
fc,2198017c0,122923
fc,219801800,122923
fc,219801840,122923
fc,219801880,122923
fc,2198018c0,122923

fc,219800000,122923
fc,219800040,122923
fc,219800080,122923
fc,2198000c0,122923
fc,219800100,122923
fc,219800140,122923
fc,219800180,122923
fc,2198001c0,122923
fc,219800200,122923
fc,219800240,122923
fc,219800280,122923
fc,2198002c0,122923
fc,219800300,122923
fc,219800340,122923
fc,219800380,122923
fc,2198003c0,122923
fc,219800400,122923
fc,219800440,122923
fc,219800480,122923
fc,2198004c0,122923
fc,219800500,122923
fc,219800540,122923
fc,219800580,122923
fc,2198005c0,122923
fc,219800600,122923
fc,219800640,122923
fc,219800680,122923
fc,2198006c0,122923
fc,219800700,122923
fc,219800740,122923
fc,219800780,122923
fc,2198007c0,122923
fc,219800800,122923
fc,219800840,122923
fc,219800880,122923
fc,2198008c0,122923
fc,219800900,122923
fc,219800940,122923
fc,219800980,122923
fc,2198009c0,122923
fc,219800a00,122923
fc,219800a40,122923
fc,219800a80,122923
fc,219800ac0,122923
fc,219800b00,122923
fc,219800b40,122923
fc,219800b80,122923
fc,219800bc0,122923
fc,219800c00,122923
fc,219800c40,122923
fc,219800c80,122923
fc,219800cc0,122923
fc,219800d00,122923
fc,219800d40,122923
fc,219800d80,122923
fc,219800dc0,122923
fc,219800e00,122923
fc,219800e40,122923
fc,219800e80,122923
fc,219800ec0,122923
fc,219800f00,122923
fc,219800f40,122923
fc,219800f80,122923
fc,219800fc0,122923
fc,219801000,122923
fc,219801040,122923
fc,219801080,122923
fc,2198010c0,122923
fc,219801100,122923
fc,219801140,122923
fc,219801180,122923
fc,2198011c0,122923
fc,219801200,122923
fc,219801240,122923
fc,219801280,122923
fc,2198012c0,122923
fc,219801300,122923
fc,219801340,122923
fc,219801380,122923
fc,2198013c0,122923
fc,219801400,122923
fc,219801440,122923
fc,219801480,122923
fc,2198014c0,122923
fc,219801500,122923
fc,219801540,122923
fc,219801580,122923
fc,2198015c0,122923
fc,219801600,122923
fc,219801640,122923
fc,219801680,122923
fc,2198016c0,122923
fc,219801700,122923
fc,219801740,122923
fc,219801780,122923
fc,2198017c0,122923
fc,219801800,122923
fc,219801840,122923
fc,219801880,122923
fc,2198018c0,122923

fc,219800000,122923
fc,219800040,122923
fc,219800080,122923
fc,2198000c0,122923
fc,219800100,122923
fc,219800140,122923
fc,219800180,122923
fc,2198001c0,122923
fc,219800200,122923
fc,219800240,122923
fc,219800280,122923
fc,2198002c0,122923
fc,219800300,122923
fc,219800340,122923
fc,219800380,122923
fc,2198003c0,122923
fc,219800400,122923
fc,219800440,122923
fc,219800480,122923
fc,2198004c0,122923
fc,219800500,122923
fc,219800540,122923
fc,219800580,122923
fc,2198005c0,122923
fc,219800600,122923
fc,219800640,122923
fc,219800680,122923
fc,2198006c0,122923
fc,219800700,122923
fc,219800740,122923
fc,219800780,122923
fc,2198007c0,122923
fc,219800800,122923
fc,219800840,122923
fc,219800880,122923
fc,2198008c0,122923
fc,219800900,122923
fc,219800940,122923
fc,219800980,122923
fc,2198009c0,122923
fc,219800a00,122923
fc,219800a40,122923
fc,219800a80,122923
fc,219800ac0,122923
fc,219800b00,122923
fc,219800b40,122923
fc,219800b80,122923
fc,219800bc0,122923
fc,219800c00,122923
fc,219800c40,122923
fc,219800c80,122923
fc,219800cc0,122923
fc,219800d00,122923
fc,219800d40,122923
fc,219800d80,122923
fc,219800dc0,122923
fc,219800e00,122923
fc,219800e40,122923
fc,219800e80,122923
fc,219800ec0,122923
fc,219800f00,122923
fc,219800f40,122923
fc,219800f80,122923
fc,219800fc0,122923
fc,219801000,122923
fc,219801040,122923
fc,219801080,122923
fc,2198010c0,122923
fc,219801100,122923
fc,219801140,122923
fc,219801180,122923
fc,2198011c0,122923
fc,219801200,122923
fc,219801240,122923
fc,219801280,122923
fc,2198012c0,122923
fc,219801300,122923
fc,219801340,122923
fc,219801380,122923
fc,2198013c0,122923
fc,219801400,122923
fc,219801440,122923
fc,219801480,122923
fc,2198014c0,122923
fc,219801500,122923
fc,219801540,122923
fc,219801580,122923
fc,2198015c0,122923
fc,219801600,122923
fc,219801640,122923
fc,219801680,122923
fc,2198016c0,122923
fc,219801700,122923
fc,219801740,122923
fc,219801780,122923
fc,2198017c0,122923
fc,219801800,122923
fc,219801840,122923
fc,219801880,122923
fc,2198018c0,122923

fc,219800000,122923
fc,219800040,122923
fc,219800080,122923
fc,2198000c0,122923
fc,219800100,122923
fc,219800140,122923
fc,219800180,122923
fc,2198001c0,122923
fc,219800200,122923
fc,219800240,122923
fc,219800280,122923
fc,2198002c0,122923
fc,219800300,122923
fc,219800340,122923
fc,219800380,122923
fc,2198003c0,122923
fc,219800400,122923
fc,219800440,122923
fc,219800480,122923
fc,2198004c0,122923
fc,219800500,122923
fc,219800540,122923
fc,219800580,122923
fc,2198005c0,122923
fc,219800600,122923
fc,219800640,122923
fc,219800680,122923
fc,2198006c0,122923
fc,219800700,122923
fc,219800740,122923
fc,219800780,122923
fc,2198007c0,122923
fc,219800800,122923
fc,219800840,122923
fc,219800880,122923
fc,2198008c0,122923
fc,219800900,122923
fc,219800940,122923
fc,219800980,122923
fc,2198009c0,122923
fc,219800a00,122923
fc,219800a40,122923
fc,219800a80,122923
fc,219800ac0,122923
fc,219800b00,122923
fc,219800b40,122923
fc,219800b80,122923
fc,219800bc0,122923
fc,219800c00,122923
fc,219800c40,122923
fc,219800c80,122923
fc,219800cc0,122923
fc,219800d00,122923
fc,219800d40,122923
fc,219800d80,122923
fc,219800dc0,122923
fc,219800e00,122923
fc,219800e40,122923
fc,219800e80,122923
fc,219800ec0,122923
fc,219800f00,122923
fc,219800f40,122923
fc,219800f80,122923
fc,219800fc0,122923
fc,219801000,122923
fc,219801040,122923
fc,219801080,122923
fc,2198010c0,122923
fc,219801100,122923
fc,219801140,122923
fc,219801180,122923
fc,2198011c0,122923
fc,219801200,122923
fc,219801240,122923
fc,219801280,122923
fc,2198012c0,122923
fc,219801300,122923
fc,219801340,122923
fc,219801380,122923
fc,2198013c0,122923
fc,219801400,122923
fc,219801440,122923
fc,219801480,122923
fc,2198014c0,122923
fc,219801500,122923
fc,219801540,122923
fc,219801580,122923
fc,2198015c0,122923
fc,219801600,122923
fc,219801640,122923
fc,219801680,122923
fc,2198016c0,122923
fc,219801700,122923
fc,219801740,122923
fc,219801780,122923
fc,2198017c0,122923
fc,219801800,122923
fc,219801840,122923
fc,219801880,122923
fc,2198018c0,122923

fc,219800000,122923
fc,219800040,122923
fc,219800080,122923
fc,2198000c0,122923
fc,219800100,122923
fc,219800140,122923
fc,219800180,122923
fc,2198001c0,122923
fc,219800200,122923
fc,219800240,122923
fc,219800280,122923
fc,2198002c0,122923
fc,219800300,122923
fc,219800340,122923
fc,219800380,122923
fc,2198003c0,122923
fc,219800400,122923
fc,219800440,122923
fc,219800480,122923
fc,2198004c0,122923
fc,219800500,122923
fc,219800540,122923
fc,219800580,122923
fc,2198005c0,122923
fc,219800600,122923
fc,219800640,122923
fc,219800680,122923
fc,2198006c0,122923
fc,219800700,122923
fc,219800740,122923
fc,219800780,122923
fc,2198007c0,122923
fc,219800800,122923
fc,219800840,122923
fc,219800880,122923
fc,2198008c0,122923
fc,219800900,122923
fc,219800940,122923
fc,219800980,122923
fc,2198009c0,122923
fc,219800a00,122923
fc,219800a40,122923
fc,219800a80,122923
fc,219800ac0,122923
fc,219800b00,122923
fc,219800b40,122923
fc,219800b80,122923
fc,219800bc0,122923
fc,219800c00,122923
fc,219800c40,122923
fc,219800c80,122923
fc,219800cc0,122923
fc,219800d00,122923
fc,219800d40,122923
fc,219800d80,122923
fc,219800dc0,122923
fc,219800e00,122923
fc,219800e40,122923
fc,219800e80,122923
fc,219800ec0,122923
fc,219800f00,122923
fc,219800f40,122923
fc,219800f80,122923
fc,219800fc0,122923
fc,219801000,122923
fc,219801040,122923
fc,219801080,122923
fc,2198010c0,122923
fc,219801100,122923
fc,219801140,122923
fc,219801180,122923
fc,2198011c0,122923
fc,219801200,122923
fc,219801240,122923
fc,219801280,122923
fc,2198012c0,122923
fc,219801300,122923
fc,219801340,122923
fc,219801380,122923
fc,2198013c0,122923
fc,219801400,122923
fc,219801440,122923
fc,219801480,122923
fc,2198014c0,122923
fc,219801500,122923
fc,219801540,122923
fc,219801580,122923
fc,2198015c0,122923
fc,219801600,122923
fc,219801640,122923
fc,219801680,122923
fc,2198016c0,122923
fc,219801700,122923
fc,219801740,122923
fc,219801780,122923
fc,2198017c0,122923
fc,219801800,122923
fc,219801840,122923
fc,219801880,122923
fc,2198018c0,122923

fc,219800000,122923
fc,219800040,122923
fc,219800080,122923
fc,2198000c0,122923
fc,219800100,122923
fc,219800140,122923
fc,219800180,122923
fc,2198001c0,122923
fc,219800200,122923
fc,219800240,122923
fc,219800280,122923
fc,2198002c0,122923
fc,219800300,122923
fc,219800340,122923
fc,219800380,122923
fc,2198003c0,122923
fc,219800400,122923
fc,219800440,122923
fc,219800480,122923
fc,2198004c0,122923
fc,219800500,122923
fc,219800540,122923
fc,219800580,122923
fc,2198005c0,122923
fc,219800600,122923
fc,219800640,122923
fc,219800680,122923
fc,2198006c0,122923
fc,219800700,122923
fc,219800740,122923
fc,219800780,122923
fc,2198007c0,122923
fc,219800800,122923
fc,219800840,122923
fc,219800880,122923
fc,2198008c0,122923
fc,219800900,122923
fc,219800940,122923
fc,219800980,122923
fc,2198009c0,122923
fc,219800a00,122923
fc,219800a40,122923
fc,219800a80,122923
fc,219800ac0,122923
fc,219800b00,122923
fc,219800b40,122923
fc,219800b80,122923
fc,219800bc0,122923
fc,219800c00,122923
fc,219800c40,122923
fc,219800c80,122923
fc,219800cc0,122923
fc,219800d00,122923
fc,219800d40,122923
fc,219800d80,122923
fc,219800dc0,122923
fc,219800e00,122923
fc,219800e40,122923
fc,219800e80,122923
fc,219800ec0,122923
fc,219800f00,122923
fc,219800f40,122923
fc,219800f80,122923
fc,219800fc0,122923
fc,219801000,122923
fc,219801040,122923
fc,219801080,122923
fc,2198010c0,122923
fc,219801100,122923
fc,219801140,122923
fc,219801180,122923
fc,2198011c0,122923
fc,219801200,122923
fc,219801240,122923
fc,219801280,122923
fc,2198012c0,122923
fc,219801300,122923
fc,219801340,122923
fc,219801380,122923
fc,2198013c0,122923
fc,219801400,122923
fc,219801440,122923
fc,219801480,122923
fc,2198014c0,122923
fc,219801500,122923
fc,219801540,122923
fc,219801580,122923
fc,2198015c0,122923
fc,219801600,122923
fc,219801640,122923
fc,219801680,122923
fc,2198016c0,122923
fc,219801700,122923
fc,219801740,122923
fc,219801780,122923
fc,2198017c0,122923
fc,219801800,122923
fc,219801840,122923
fc,219801880,122923
fc,2198018c0,122923

fc,219800000,122923
fc,219800040,122923
fc,219800080,122923
fc,2198000c0,122923
fc,219800100,122923
fc,219800140,122923
fc,219800180,122923
fc,2198001c0,122923
fc,219800200,122923
fc,219800240,122923
fc,219800280,122923
fc,2198002c0,122923
fc,219800300,122923
fc,219800340,122923
fc,219800380,122923
fc,2198003c0,122923
fc,219800400,122923
fc,219800440,122923
fc,219800480,122923
fc,2198004c0,122923
fc,219800500,122923
fc,219800540,122923
fc,219800580,122923
fc,2198005c0,122923
fc,219800600,122923
fc,219800640,122923
fc,219800680,122923
fc,2198006c0,122923
fc,219800700,122923
fc,219800740,122923
fc,219800780,122923
fc,2198007c0,122923
fc,219800800,122923
fc,219800840,122923
fc,219800880,122923
fc,2198008c0,122923
fc,219800900,122923
fc,219800940,122923
fc,219800980,122923
fc,2198009c0,122923
fc,219800a00,122923
fc,219800a40,122923
fc,219800a80,122923
fc,219800ac0,122923
fc,219800b00,122923
fc,219800b40,122923
fc,219800b80,122923
fc,219800bc0,122923
fc,219800c00,122923
fc,219800c40,122923
fc,219800c80,122923
fc,219800cc0,122923
fc,219800d00,122923
fc,219800d40,122923
fc,219800d80,122923
fc,219800dc0,122923
fc,219800e00,122923
fc,219800e40,122923
fc,219800e80,122923
fc,219800ec0,122923
fc,219800f00,122923
fc,219800f40,122923
fc,219800f80,122923
fc,219800fc0,122923
fc,219801000,122923
fc,219801040,122923
fc,219801080,122923
fc,2198010c0,122923
fc,219801100,122923
fc,219801140,122923
fc,219801180,122923
fc,2198011c0,122923
fc,219801200,122923
fc,219801240,122923
fc,219801280,122923
fc,2198012c0,122923
fc,219801300,122923
fc,219801340,122923
fc,219801380,122923
fc,2198013c0,122923
fc,219801400,122923
fc,219801440,122923
fc,219801480,122923
fc,2198014c0,122923
fc,219801500,122923
fc,219801540,122923
fc,219801580,122923
fc,2198015c0,122923
fc,219801600,122923
fc,219801640,122923
fc,219801680,122923
fc,2198016c0,122923
fc,219801700,122923
fc,219801740,122923
fc,219801780,122923
fc,2198017c0,122923
fc,219801800,122923
fc,219801840,122923
fc,219801880,122923
fc,2198018c0,122923

fc,219800000,122923
fc,219800040,122923
fc,219800080,122923
fc,2198000c0,122923
fc,219800100,122923
fc,219800140,122923
fc,219800180,122923
fc,2198001c0,122923
fc,219800200,122923
fc,219800240,122923
fc,219800280,122923
fc,2198002c0,122923
fc,219800300,122923
fc,219800340,122923
fc,219800380,122923
fc,2198003c0,122923
fc,219800400,122923
fc,219800440,122923
fc,219800480,122923
fc,2198004c0,122923
fc,219800500,122923
fc,219800540,122923
fc,219800580,122923
fc,2198005c0,122923
fc,219800600,122923
fc,219800640,122923
fc,219800680,122923
fc,2198006c0,122923
fc,219800700,122923
fc,219800740,122923
fc,219800780,122923
fc,2198007c0,122923
fc,219800800,122923
fc,219800840,122923
fc,219800880,122923
fc,2198008c0,122923
fc,219800900,122923
fc,219800940,122923
fc,219800980,122923
fc,2198009c0,122923
fc,219800a00,122923
fc,219800a40,122923
fc,219800a80,122923
fc,219800ac0,122923
fc,219800b00,122923
fc,219800b40,122923
fc,219800b80,122923
fc,219800bc0,122923
fc,219800c00,122923
fc,219800c40,122923
fc,219800c80,122923
fc,219800cc0,122923
fc,219800d00,122923
fc,219800d40,122923
fc,219800d80,122923
fc,219800dc0,122923
fc,219800e00,122923
fc,219800e40,122923
fc,219800e80,122923
fc,219800ec0,122923
fc,219800f00,122923
fc,219800f40,122923
fc,219800f80,122923
fc,219800fc0,122923
fc,219801000,122923
fc,219801040,122923
fc,219801080,122923
fc,2198010c0,122923
fc,219801100,122923
fc,219801140,122923
fc,219801180,122923
fc,2198011c0,122923
fc,219801200,122923
fc,219801240,122923
fc,219801280,122923
fc,2198012c0,122923
fc,219801300,122923
fc,219801340,122923
fc,219801380,122923
fc,2198013c0,122923
fc,219801400,122923
fc,219801440,122923
fc,219801480,122923
fc,2198014c0,122923
fc,219801500,122923
fc,219801540,122923
fc,219801580,122923
fc,2198015c0,122923
fc,219801600,122923
fc,219801640,122923
fc,219801680,122923
fc,2198016c0,122923
fc,219801700,122923
fc,219801740,122923
fc,219801780,122923
fc,2198017c0,122923
fc,219801800,122923
fc,219801840,122923
fc,219801880,122923
fc,2198018c0,122923

fc,219800000,122923
fc,219800040,122923
fc,219800080,122923
fc,2198000c0,122923
fc,219800100,122923
fc,219800140,122923
fc,219800180,122923
fc,2198001c0,122923
fc,219800200,122923
fc,219800240,122923
fc,219800280,122923
fc,2198002c0,122923
fc,219800300,122923
fc,219800340,122923
fc,219800380,122923
fc,2198003c0,122923
fc,219800400,122923
fc,219800440,122923
fc,219800480,122923
fc,2198004c0,122923
fc,219800500,122923
fc,219800540,122923
fc,219800580,122923
fc,2198005c0,122923
fc,219800600,122923
fc,219800640,122923
fc,219800680,122923
fc,2198006c0,122923
fc,219800700,122923
fc,219800740,122923
fc,219800780,122923
fc,2198007c0,122923
fc,219800800,122923
fc,219800840,122923
fc,219800880,122923
fc,2198008c0,122923
fc,219800900,122923
fc,219800940,122923
fc,219800980,122923
fc,2198009c0,122923
fc,219800a00,122923
fc,219800a40,122923
fc,219800a80,122923
fc,219800ac0,122923
fc,219800b00,122923
fc,219800b40,122923
fc,219800b80,122923
fc,219800bc0,122923
fc,219800c00,122923
fc,219800c40,122923
fc,219800c80,122923
fc,219800cc0,122923
fc,219800d00,122923
